"ll.m1"	"ll.m2"	"ll.m1.null"	"ll.m2.null"
-396.618498664518	-396.628705756733	-397.081247199807	-397.083148536565
-400.997939807116	-401.541656363572	-401.198473603081	-401.781232121265
-396.12302669443	-396.457645367739	-396.123044448666	-396.457645367632
-405.169804229186	-405.534245381741	-405.243126280814	-405.625061157304
-404.134983489425	-404.277020317299	-404.750531622335	-404.984841453671
-406.407502608423	-408.274500315778	-406.409465790339	-408.274500316613
-409.758847392316	-409.775842489027	-410.455937533231	-410.470762027593
-407.183260487693	-407.521848061664	-408.095063271594	-408.444074264513
-402.337352844384	-404.303262867507	-403.134485400391	-405.237562280844
-402.543505063379	-403.712970190006	-404.62923402448	-406.192030565548
-408.520127162902	-409.166939758169	-409.485907562811	-410.195389996252
-410.993406902554	-412.202678720978	-411.407041431996	-412.701640932637
-408.253965804826	-408.270144088676	-408.430967062209	-408.445334575108
-406.991174810627	-407.316500684051	-407.074229497885	-407.40688083046
-411.181185247875	-411.245519601221	-411.24083331248	-411.301389667998
-409.419250100695	-409.759306650333	-409.505883363845	-409.848303609137
-401.704955724029	-401.786349803752	-401.704968059567	-401.786349803548
-411.055705562427	-412.771943412517	-411.2594373139	-413.053840985302
-403.474077786923	-403.65979229986	-403.919844504559	-404.108287358989
-410.344568934568	-410.402197823856	-410.347991496907	-410.405736465339
-409.763184546115	-410.045161063531	-410.100674565025	-410.399861141435
-415.226478111873	-415.275640265758	-415.257170775313	-415.305774803542
-410.003111795773	-410.003350617373	-410.006570781847	-410.00688908007
-407.624415647636	-407.661318990577	-407.655374399883	-407.69388226438
-402.638634186059	-404.890513738435	-403.077408103457	-405.420285225255
-414.017677944111	-411.740081209233	-414.047267763748	-411.771736165029
-413.228358945667	-413.519410528693	-413.442251786315	-413.740648391453
-404.680826213853	-404.699424951884	-406.241603916309	-406.295147027887
-406.632854186238	-406.834849294875	-406.646472727057	-406.849292350115
-405.743711377694	-406.091019465222	-405.771714117948	-406.123978293751
-405.586216503887	-405.706507480732	-406.265300827494	-406.414636800768
-404.730765649056	-404.732594075535	-405.346503584903	-405.346672066921
-404.489284575051	-404.998647912776	-404.548465047254	-405.056736559278
-401.705705366067	-402.937548930905	-401.787092127582	-403.070400622881
-408.802540892428	-409.876819290967	-408.812699221148	-409.891033862062
-404.279297554579	-404.318449051294	-404.333760431727	-404.377379472047
-396.861666752583	-397.121916956571	-398.812959364989	-399.137867904876
-407.770996131244	-409.242270318861	-407.908072737346	-409.416848692029
-392.484022357698	-392.613725581468	-392.601573659763	-392.71058310255
-399.20635312162	-399.414499795599	-400.214778664168	-400.627093905856
-403.366283597501	-404.54930210107	-403.802011678016	-404.993612317532
-393.587533635055	-394.688959809895	-395.450441696444	-396.70077693097
-409.85400974167	-408.671090618376	-410.284810651155	-409.361975658733
-413.20398760898	-412.796005659626	-413.433731064615	-413.077714719489
-400.09549474744	-402.401988810032	-400.490247898786	-402.77103999263
-388.972611946949	-390.500518709325	-389.454553785596	-391.161631181136
-399.530580414563	-400.061038075801	-399.552620861311	-400.095123699378
-402.310659164358	-403.656555033456	-402.772057257266	-404.099675050565
-401.148012094345	-401.161171142069	-401.162425438421	-401.17606364029
-407.622256444929	-407.95851325429	-407.622649032274	-407.958513253592
-401.71732434617	-402.807368640614	-401.880264924502	-402.940806527932
-398.943892379092	-400.191541676809	-399.390447885424	-400.64524351056
-398.127275147308	-399.337233985108	-398.45436902169	-399.793511667268
-408.551414059373	-408.570906000281	-409.710260429733	-409.719455009475
-411.431656388452	-410.737219396639	-411.463781212359	-410.793724764948
-407.249571543501	-408.403218612044	-407.280706711254	-408.460450463612
-406.65868504983	-406.824205374452	-407.81139718897	-407.98667751849
-396.708191116076	-396.919496751679	-401.864721373827	-402.22831354409
-410.578559585416	-410.676030130725	-410.615992767935	-410.707507311681
-407.820845888957	-407.88802981175	-407.993875885887	-408.064833770608
-402.641452247928	-403.1641052884	-402.867666812427	-403.464545020709
-412.909797277929	-410.926174216149	-413.538828741096	-411.717585145925
-408.175858365969	-409.478849774676	-408.215785332687	-409.510814744117
-412.35288246801	-412.424713678435	-412.406391840723	-412.480402935182
-402.755816816422	-403.028913405063	-402.756370104268	-403.028913405079
-404.974551281834	-407.549634482022	-405.130853654593	-407.725054322913
-404.503984741861	-404.73734551712	-404.54574893537	-404.770145430259
-412.208064307121	-412.743915424929	-412.270021845467	-412.799246986471
-409.07530181717	-409.872822491768	-409.130935828137	-409.961315197269
-408.29781917827	-408.479295718341	-408.306760751675	-408.49345242651
-412.632934710084	-411.57471865451	-413.564886360889	-412.834180050236
-395.283578925193	-395.300352551038	-396.977989493248	-397.002665252297
-399.860104560254	-399.927533124477	-400.334409235408	-400.378024117185
-401.505179775838	-402.317337465317	-402.524544675299	-403.390088442987
-411.591084246796	-411.657003098919	-414.261405036708	-414.353937675061
-409.827606835128	-410.835995193896	-410.11096998245	-411.12049037707
-399.934294683589	-400.081944871131	-399.95580783726	-400.097064855335
-403.072903692102	-404.267165048227	-404.977627685828	-406.537052763361
-411.302934386944	-411.710570507171	-411.736509593961	-412.131752433111
-405.881443523591	-405.921666684794	-406.482946590593	-406.538223203432
-405.720652453491	-406.179384390145	-405.872808524039	-406.309752289144
-402.859638687157	-403.022457765989	-402.936894862431	-403.114715845195
-408.235439440686	-408.348048832488	-408.286322044506	-408.405291307395
-397.355048368792	-397.650761323194	-397.37580113962	-397.666053574912
-404.887470930664	-405.001814622169	-405.939322727894	-406.056555514132
-401.6947371717	-404.173842715697	-403.660651250415	-406.808484205951
-409.613719353638	-409.645425233388	-409.626004686223	-409.65967942919
-400.407642870261	-401.000595103143	-400.962785013017	-401.732605310897
-405.188465783371	-408.169494067185	-405.29725509074	-408.258810151764
-408.338781807243	-408.354783449556	-409.146826688842	-409.154050062326
-407.418420008541	-407.676331639766	-408.426628816465	-408.717078046318
-406.297188922854	-406.388789640837	-406.381254557718	-406.445425953826
-409.901153831003	-410.222054952852	-409.901188571556	-410.222054952469
-403.122613781594	-403.412572250371	-405.000384731951	-405.355089903831
-400.462576419583	-400.475801799222	-400.462581915585	-400.475801794341
-408.546501605786	-410.68116750377	-408.582202531458	-410.768784108369
-396.020776110346	-396.310324363939	-396.526750977461	-396.771501224154
-406.395936538788	-406.468634536004	-406.412815515464	-406.483217393364
-401.229614819572	-401.230131571175	-401.468253453473	-401.470318442266
-411.315140404862	-411.487624162494	-411.467027784562	-411.659400066346
-410.91806041326	-411.13366170811	-411.006986020671	-411.221786400227
-398.030878093181	-400.662455181474	-399.694746608042	-403.18632806886
-404.847501357326	-405.12111810617	-405.097268217192	-405.415711017554
-413.613958920384	-410.55713522432	-413.657110927144	-410.613894625987
-406.668065959781	-406.718052362519	-406.699722838648	-406.750871800868
-398.197272486227	-398.362679302697	-398.709637621741	-398.999167807732
-399.940351490796	-401.972268205476	-400.423501892457	-402.692007396916
-405.133331003614	-405.225702368511	-405.316725846919	-405.403764707876
-410.873439715619	-410.975299516885	-411.093638993687	-411.20139060249
-411.211738159191	-410.793649769136	-411.55983785839	-411.299037394287
-407.863250826312	-408.664609614918	-408.700680173039	-409.81080566888
-401.998000914704	-403.537426479449	-402.199657879196	-403.90402402184
-411.291109861012	-412.454639297327	-411.39262150525	-412.624871353163
-407.098451369273	-407.206361649657	-408.657401544242	-408.792713138971
-408.321381680228	-411.182142799599	-408.989005746033	-412.295471091836
-404.38504906707	-406.360588692535	-405.30200004214	-407.536418914606
-407.186026292052	-407.256512690586	-407.19086223449	-407.260108855195
-402.541155287729	-403.221151077381	-402.553603419535	-403.278895511057
-408.348931953448	-409.247907905169	-408.452636222136	-409.336674152454
-407.816794132891	-407.953757249607	-408.970948111612	-409.115458536777
-409.957771168102	-412.17271761438	-409.981514242842	-412.186629752794
-404.974111851416	-406.396396305283	-405.711569017713	-407.204218144282
-410.4813849639	-410.504295628184	-411.612098208899	-411.645549660066
-413.06868747768	-413.528587925458	-413.376268701316	-413.87227158855
-399.84704977293	-402.946463464526	-399.900418725185	-403.078595664225
-411.186761231661	-411.965177396313	-411.334540864369	-412.136665867283
-396.394706370096	-396.935490408731	-396.572270933486	-397.122792090876
-396.137958869242	-396.874489803471	-396.626716806024	-397.256974536323
-410.585505766647	-411.058044394377	-410.980964588877	-411.483653817357
-403.660728842074	-403.678504247693	-403.674584319698	-403.693255180367
-405.706880272224	-407.348098557558	-406.05619201141	-407.785594989689
-398.228289607612	-398.886202823267	-398.230720095127	-398.886202825322
-398.583856823827	-404.100275678395	-399.708319565301	-405.875264414454
-402.44475865249	-404.626262675048	-402.488474520542	-404.659411604221
-398.461097373765	-398.462734676593	-399.422620203785	-399.42815098116
-412.041831962557	-414.118405933475	-412.066506265056	-414.14941696674
-411.552489082089	-411.962795614049	-411.576949284765	-411.994379359723
-401.368990591706	-401.374697449184	-401.821906334578	-401.825977462629
-405.477568894252	-407.832738834101	-409.17534432167	-410.046737766172
-403.859130855379	-404.464421194919	-404.29167649289	-404.989396453026
-409.173319467405	-409.638119094399	-409.596054481251	-410.068507454556
-400.135612149731	-401.385580560192	-400.61508055496	-402.01146875822
-403.880063490023	-406.37376894345	-403.945930698466	-406.431928278245
-411.218052784017	-411.848529652034	-412.870798785497	-413.095235163197
-404.915945419051	-404.989691257296	-405.030732581752	-405.12148775363
-405.808991979509	-406.012666595545	-406.302552951141	-406.537934050473
-412.114868558817	-412.215405494396	-412.124946445943	-412.229219410396
-403.322567153626	-404.00142255284	-403.428046930876	-404.133947565525
-412.225597133209	-411.444932817258	-412.279173775786	-411.50087606288
-396.907374542821	-398.370256017361	-397.457197956058	-399.006344390253
-401.498294360408	-402.290716384979	-401.919766892903	-402.828678187568
-401.433333804005	-401.436399134418	-401.966666500351	-401.967093196705
-405.228923467462	-406.190088622109	-405.514535251418	-406.629555423456
-409.720122040306	-409.946431117064	-409.722476544564	-409.949969094431
-397.524589647123	-400.919906603696	-398.461050083796	-402.411422366269
-397.349606699257	-397.914474944522	-398.363314228333	-399.007055002215
-400.454499139329	-400.636178656952	-400.785791299676	-401.010453633769
-406.047134381184	-406.307458577393	-407.95008967858	-408.190894793093
-409.569301854826	-410.057310886359	-409.740628280357	-410.23117662968
-412.645100498225	-413.224498593266	-412.681390008916	-413.255408463971
-407.784460891052	-407.836785129141	-407.814951267824	-407.869176834448
-406.274902073666	-407.211561098952	-406.785118362964	-407.913699758453
-409.797953922407	-410.425478076162	-409.797961275983	-410.425478073866
-408.917281557824	-408.981215375227	-409.054079023824	-409.109945198445
-401.260892840428	-401.495147766055	-401.539585474933	-401.798747713377
-397.905663167286	-399.110263084977	-398.403533634291	-399.566176348766
-411.345983510366	-411.974851823493	-412.834440582129	-411.988861757055
-413.209888327355	-414.20619464113	-413.270282377247	-414.292152623065
-409.742343178053	-409.90698483957	-409.993615596071	-410.195600051979
-409.194657186808	-407.54501956188	-412.120761172596	-411.35783431568
-411.128089551097	-411.625309352767	-411.718981682351	-412.303831970398
-411.823433253235	-412.893798011346	-412.804635077772	-413.999051594459
-396.140474719523	-398.649362008974	-396.142471034083	-398.683491241073
-406.35272100904	-406.467367658816	-406.406078510054	-406.52523681468
-401.105274335467	-407.195814691813	-401.449160576902	-407.80430917746
-411.546102853639	-411.974295192375	-411.673593457633	-412.143829807959
-403.860504134318	-405.174669910069	-403.890484454972	-405.207738920563
-404.385406223837	-405.30823119077	-404.395551589053	-405.322912575044
-402.570776090566	-402.648270139647	-404.52300184172	-404.575099293979
-408.269448756347	-407.090003844716	-408.736429351425	-407.604229189376
-413.611299516649	-412.023169704475	-413.777271230273	-412.247404181974
-402.651237917086	-403.003624853024	-402.664704966496	-403.018434862713
-408.78182696578	-408.798223561784	-408.796433536798	-408.812585769374
-410.684448718607	-411.438105452783	-411.203569550739	-412.030087390918
-406.81813175245	-406.861331073087	-408.413696538509	-408.451902183054
-412.961303598899	-413.479075238069	-413.84604214283	-414.463844133915
-403.286974041175	-404.273857502301	-403.30139080459	-404.306887719908
-401.028417424202	-402.142030832016	-401.55561750829	-402.678010321172
-410.208411574848	-410.805387368715	-410.944445347057	-411.597338256402
-404.744819132386	-407.216049910215	-404.773392591385	-407.23057410293
-404.045231157932	-406.190073460003	-405.310464943591	-408.271262050535
-403.453374864166	-403.998511428862	-403.527477657646	-404.090157029401
-402.296474902981	-402.4387339989	-402.351937850795	-402.497870222744
-403.446210174368	-403.668454570627	-403.553354531073	-403.800601808777
-399.017610566792	-399.312900173569	-399.345215098887	-399.688609298677
-403.509539720978	-403.509970743812	-403.601353939532	-403.601829634999
-404.847086632194	-405.981812013414	-404.998069524703	-406.159641650944
-406.311107015112	-406.499414280048	-406.500517586035	-406.728486060494
-400.557682960113	-401.169493326297	-401.973352769835	-402.957618340693
-402.118397782421	-403.838036630981	-402.152472323982	-403.852740212983
-409.306349926378	-410.545538867602	-409.415229555204	-410.672453510429
-413.203742613394	-411.785011745286	-413.221216589788	-411.816465376661
-411.677073960587	-411.738722554182	-411.84884955618	-411.911054686371
-413.784069547386	-414.073165188684	-413.799567925517	-414.086868930514
-399.839518412025	-400.612615616883	-400.050363395927	-400.852088964193
-402.397482500643	-403.29114036051	-402.804070920917	-403.737641464967
-412.815594145948	-413.125516941473	-412.936940655172	-413.295036751823
-404.857787029956	-405.501885461712	-405.075177445705	-405.733814502616
-412.432702716531	-411.484638214561	-412.535595711363	-411.611016378853
-409.220215272119	-409.577926946048	-409.360499022047	-409.751400179035
-396.26499141139	-398.285193573327	-396.328762729533	-398.31929695582
-412.276390363582	-412.609918195516	-412.280155307924	-412.613390202723
-408.097428507697	-408.613455675325	-408.098293603744	-408.617019320433
-406.829879976277	-406.830814426747	-406.888533657708	-406.88886908925
-404.353205828523	-404.4960367954	-405.594325628965	-405.940837703306
-399.947860834628	-402.83528668876	-400.711345368201	-403.775490002794
-397.417014181086	-398.805600172095	-397.434677579684	-398.8056001191
-401.17000567383	-402.110804863723	-401.320032760453	-402.294177748365
-394.23187577405	-394.250805679162	-395.030158430491	-395.114794888445
-401.625361627329	-401.666504454668	-401.678339216067	-401.725942084575
-404.711066471773	-405.879324585288	-404.956806266687	-406.2410964398
-402.812049825222	-404.130052340139	-403.97054139912	-405.586767903608
-409.918699038628	-410.213842931463	-411.957571275184	-412.392652632682
-402.549495463817	-406.273863607801	-402.550027212863	-406.277473049493
-410.123152555981	-411.097670612731	-410.209129018489	-411.224525479442
-405.661633690849	-405.720115272223	-407.018055024601	-407.159703674798
-406.679133930622	-406.971451004962	-406.783350876038	-407.102372981832
-410.022407354558	-410.240551681999	-410.084038869085	-410.297078200283
-408.461924400153	-408.555914001666	-408.489591859405	-408.587991731303
-405.575092345959	-406.052680907688	-405.634897277533	-406.143035753313
-407.554365420428	-407.845846465094	-407.630614659642	-407.935788624431
-400.777700213952	-401.001606558355	-401.163699062416	-401.457646990837
-410.739058885001	-411.512458082556	-410.800084332139	-411.599842314938
-410.195930831468	-410.848370594354	-410.202616348877	-410.851879760319
-404.26824760847	-403.750325486756	-404.429070469773	-403.878681876874
-408.674693832581	-408.49921420968	-409.176759609472	-409.291936181989
-404.108693908749	-404.434411465925	-404.127070111119	-404.449102108394
-393.486352809883	-394.924121264091	-394.684486372394	-396.171501339817
-411.985384293943	-413.099218905676	-412.005987045702	-413.130382978016
-409.420223237308	-409.488065092289	-409.507497441958	-409.577514421365
-403.442770861289	-403.449043113701	-403.442782324916	-403.449043109676
-412.070356602621	-413.550077833139	-412.266163683756	-413.770368219681
-411.388653288691	-411.435933329253	-411.72547429541	-411.783350081179
-410.048574397323	-410.588492867892	-410.04861773819	-410.588492868521
-410.69414041921	-410.935295964874	-410.707441003055	-410.949428524096
-397.812245301577	-397.88028755948	-397.930863462558	-398.016561261478
-410.307866870432	-411.679031892649	-410.658407038824	-412.267352078664
-402.314297888105	-402.469647007442	-402.918180867577	-403.100109243618
-408.816760713986	-411.192424930162	-408.844083932445	-411.22424049004
-403.418030201383	-403.831922908734	-404.366172209952	-404.767537055771
-401.037811040257	-401.300088472121	-401.068441457196	-401.333714656623
-410.120968482424	-410.806515638288	-410.148436366236	-410.838197152424
-400.600344368964	-401.295197726398	-400.687332244235	-401.428377832766
-412.417213618935	-413.312017245958	-413.495657048695	-414.81886437066
-401.848912954611	-401.871735189963	-402.421414154109	-402.477870877198
-411.644190806021	-412.10265060841	-412.037235546267	-412.523665995774
-405.910807279708	-406.998241419203	-406.792541631486	-407.918670912572
-407.301332765555	-408.061312834871	-407.604625580639	-408.352913160282
-399.80921331504	-401.394425214056	-399.809346422222	-401.398160630631
-401.545976884369	-401.579352767083	-401.888019806948	-401.946112042126
-395.506034840516	-395.673212261962	-395.623803462318	-395.812527372758
-412.818693223479	-412.9246865259	-413.302993842448	-413.423904377994
-403.623473825978	-404.656121866464	-405.743817617389	-407.114655438846
-411.923019649542	-412.117142970018	-411.955310466267	-412.148534601763
-413.45820280575	-413.506198008311	-413.731826728575	-413.784892717348
-398.92280854725	-398.935738936765	-400.416107085844	-400.416281026414
-404.433510575286	-404.472198321015	-404.741718519802	-404.767687455008
-399.437397107111	-399.728471393691	-400.21048895155	-400.57453182202
-407.861745712827	-408.185623232268	-408.091200023099	-408.413013943806
-402.121696218883	-402.172369420866	-402.6655070095	-402.702759538216
-394.707580239998	-397.470661823434	-394.776766569892	-397.773911665409
-404.312797045042	-404.86093159675	-404.326222759864	-404.875533784904
-407.589523288925	-408.855788980294	-407.595696387523	-408.870087891908
-405.374106919273	-405.416079584455	-405.548731547235	-405.592815590499
-409.524934699099	-409.659270840324	-409.784423684701	-409.944290143306
-407.659644536974	-409.974730205112	-407.67876198976	-410.00664508976
-406.849964851285	-406.851315754077	-406.863834699968	-406.865696967657
-407.889889971329	-407.929615969109	-409.181071304798	-409.21656806487
-397.787137617676	-398.132826240623	-398.21952951616	-398.594431003254
-408.962464368945	-409.883578759809	-408.98484601838	-409.897415658514
-410.902123423627	-411.101682591192	-411.056888828786	-411.27496038538
-408.369967630694	-408.956758984392	-408.462684895258	-409.04577563605
-404.66756361087	-406.163769181611	-405.749943605417	-407.341467353469
-413.396711989195	-412.991044668036	-414.907430428126	-414.953646931002
-407.061335699426	-408.613967837736	-407.369935535208	-409.045490699309
-399.458266830729	-399.484753170592	-399.461581860128	-399.488525967832
-411.771202080327	-411.936143031633	-413.154347266164	-413.767933527403
-403.072538501795	-403.482605348291	-403.187054874532	-403.573974884224
-409.100702197444	-409.54509989655	-409.12486774765	-409.577168163558
-400.228663954458	-401.077948328389	-400.236978544863	-401.092936631797
-399.329180326769	-399.650349462994	-401.834280884612	-402.370103417984
-413.32963262294	-410.471816576113	-413.38832954283	-410.560479418024
-396.336572454059	-396.470991282614	-396.496919296218	-396.656715113507
-408.865978451675	-408.872094347433	-409.470057832573	-409.476085426188
-414.604986167462	-414.60863625302	-414.725458545976	-414.730313470248
-397.130419195895	-397.673452163289	-399.250731303754	-399.854482213123
-403.863629658727	-404.19845059034	-403.863912944277	-404.198450588931
-411.656531680974	-411.686832407184	-411.782487011023	-411.813210690031
-403.054763835423	-403.378087586322	-404.81958844728	-405.655536967403
-394.275041548026	-400.13901364114	-394.610230546232	-400.873579159796
-409.339632900216	-409.245319293135	-411.424741185828	-411.970139399549
-406.952286114618	-405.340164679339	-405.775401846977	-406.262154266218
-407.355757154101	-407.461465372295	-407.35832195778	-407.465054717155
-402.839326495899	-403.152375753635	-404.734919534853	-405.093944709521
-394.537063463652	-396.415890374204	-396.105668217753	-398.256700461736
-412.210335756636	-412.328598409414	-412.216254319985	-412.342618026412
-396.688681222326	-400.301191939437	-396.717603300472	-400.361348278365
-405.421448873523	-405.484181655826	-405.875056014646	-405.92644592236
-412.14008834961	-412.264251625419	-412.151083906941	-412.27818700938
-409.655905261412	-410.185809146638	-410.57980434065	-411.201689857316
-407.90735048541	-409.29943902111	-407.920889494052	-409.31366372968
-397.02262667932	-397.205475039185	-397.085479255902	-397.266765943088
-403.690966663796	-404.922961882473	-403.896068768937	-405.15849235494
-403.114740507859	-403.12797779492	-406.039684653006	-406.338673150348
-397.895097088427	-399.042265664777	-397.90473461306	-399.04226566454
-400.694006465404	-400.928948698827	-401.082362725891	-401.304379023993
-408.450475814698	-408.454418199713	-408.7388633288	-408.743574357409
-407.593665793676	-407.707564782718	-408.540033786566	-408.734252730342
-398.641318839411	-398.643639137193	-400.006721251741	-400.006848540528
-400.281298200579	-401.513460128242	-400.39145387636	-401.69472376527
-404.085752860128	-404.49592277989	-404.587385523548	-405.115083887178
-408.12976118774	-408.129761237484	-408.420920459444	-408.42122617393
-412.642292009342	-412.493426541877	-412.938977442009	-412.841064580571
-406.879187952169	-409.770624042001	-407.234952193773	-410.195509774946
-405.843360999686	-406.261888440385	-406.636414140713	-407.174567176458
-411.738199812875	-410.671562525724	-411.865000631032	-410.896027492517
-411.758599348013	-410.166181174282	-412.457008376823	-411.063199008425
-407.773471010378	-407.616974984935	-407.965630073398	-408.047341691748
-395.930497891528	-396.382405697848	-396.117857299513	-396.571123352757
-410.967841286851	-410.968774694075	-410.967841716649	-410.968774668602
-406.987686421008	-407.390910794619	-407.757588053869	-408.305799309387
-403.439441941243	-404.203970473155	-403.870379359732	-404.728903060844
-401.393628950103	-401.590590780589	-401.427347273075	-401.624086395403
-398.606459955915	-399.107105145511	-400.482994008016	-400.91358359305
-405.98182946821	-406.431699670856	-406.739077802389	-407.242757202436
-412.129988052347	-409.936002015438	-412.138535736155	-409.95019667714
-399.945890745023	-400.08054626695	-400.663078256112	-400.929790892022
-406.190178043373	-407.555049122644	-406.625929125556	-408.160104565983
-412.1297922903	-412.62681194914	-412.133007464428	-412.630286939168
-404.038436416206	-404.293304514284	-407.954899852726	-408.430133828726
-407.745036603989	-407.938535357306	-407.836398248208	-408.028931552644
-408.669863503057	-409.85749468189	-408.694695789299	-409.889531984916
-406.781696564386	-407.428727847652	-406.845317119939	-407.486575728583
-405.763768810604	-406.052741391549	-405.853080600752	-406.144282223226
-399.596351018961	-400.059684776864	-399.653348716542	-400.153676352916
-413.314178831637	-413.42873447444	-413.660624596819	-413.772944103699
-409.446059983822	-410.674926565808	-409.448311543733	-410.68892906841
-409.753065665988	-409.640813062966	-409.888169794497	-409.767117738276
-400.354940353364	-401.518535563466	-401.877402015352	-403.833788925091
-394.425839118989	-394.539659730789	-394.756433808788	-394.850948077316
-412.69253003857	-412.780814164306	-412.946726781464	-413.060720623168
-407.017563901281	-408.256890630516	-407.021964352769	-408.256890622687
-396.464490768952	-398.35768071265	-396.561458786699	-398.493490112286
-389.266555350705	-391.341165509216	-389.482866757997	-391.735466861055
-406.642990505632	-407.833106261399	-406.7575119598	-407.922826628985
-405.353573142683	-405.370259961211	-405.357897390482	-405.373932219458
-398.289948432162	-398.950567495541	-398.583436995864	-399.188845768222
-406.733346950866	-409.607116012135	-407.690647028088	-411.308265814115
-400.451008848438	-401.508354673377	-400.570043371617	-401.643464670228
-406.556576712856	-406.69149261771	-407.079094636032	-407.211684199758
-405.607507508755	-405.631540259651	-405.701551055513	-405.722650607531
-401.518887306964	-402.415457310787	-401.557751431486	-402.448748807659
-402.438598688647	-404.463901337112	-402.49651654551	-404.556202403586
-405.184201191986	-406.725177794891	-405.831730520648	-407.762006932608
-389.652724526122	-390.567803669223	-390.018453730377	-391.13437574351
-405.195661712012	-406.443272687567	-405.23570079059	-406.501168679075
-407.287852208334	-407.381317433759	-407.300019923295	-407.395814914232
-413.386065503644	-413.741183258027	-413.442704126559	-413.796401217541
-402.01078272896	-402.160866338204	-403.340545958936	-403.609714045896
-403.775249142596	-403.891710923274	-403.816981134296	-403.924448392186
-409.849833878398	-410.323010142672	-409.860664657675	-410.337160998602
-406.554654310377	-406.720945941457	-406.559061804066	-406.724587729753
-405.382205113282	-406.876197122793	-405.643354407972	-407.299605931051
-410.168731718152	-410.252042951633	-410.173985329952	-410.255536683026
-403.924812936379	-404.586181894925	-404.707763427386	-405.636777590329
-408.893870664228	-408.909567160136	-408.909447030492	-408.923785175051
-406.677225729018	-406.721330718614	-407.347481177493	-407.422808359156
-396.067703913752	-396.529216621911	-396.175736092089	-396.62473645237
-404.974105675824	-407.881876650297	-405.079873623966	-408.0589954954
-405.236407466517	-405.984585550575	-405.563592586162	-406.347028025846
-412.829937878436	-413.451296076295	-413.379945341863	-414.222684490092
-407.432814679828	-407.73275766676	-407.481547991554	-407.790547933509
-403.467455223668	-403.810020685079	-403.470162852258	-403.813707143939
-406.269687218041	-406.452796116619	-406.375050012047	-406.582922949708
-408.007138781996	-408.122194901079	-408.010144468922	-408.125808994382
-408.018518991274	-410.361092428323	-408.018619256084	-410.361092429077
-404.390179095039	-406.098671291918	-404.694972549426	-406.460907083338
-396.78779910774	-396.873151780338	-397.128341383634	-397.177061550062
-408.426926448761	-411.363264543188	-408.426931780914	-411.363264540714
-408.922392482147	-408.932774100021	-408.935848231767	-408.947024060754
-391.585324481955	-395.950430839159	-391.79119693887	-396.194514140824
-406.609290302934	-408.527631056014	-406.889639624252	-408.815297650034
-402.792700322567	-402.817175007769	-404.307496071206	-404.443300808641
-396.527476114352	-398.724115648656	-396.637267363222	-398.818224810983
-407.204132779134	-407.274885306336	-407.381039701435	-407.452597369882
-408.01250369662	-408.754419332611	-409.087061399844	-408.880483048714
-406.387807576038	-406.52556513157	-406.391674373677	-406.529212362499
-398.972526366493	-400.026921531026	-399.217682504383	-400.39694521137
-400.203998324661	-400.795215684209	-400.385455478782	-401.034323193706
-411.1093368446	-411.211855730111	-411.162578211412	-411.26766366935
-403.927570063626	-404.012603956635	-404.877713035542	-404.955102866249
-405.485388087782	-406.574514021027	-405.488542337426	-406.578133701365
-403.775230997664	-406.150394268936	-403.776995119137	-406.150394267587
-406.741279633765	-408.981284803426	-407.42994463889	-410.00978480637
-412.623239940918	-412.691055009631	-412.738846894378	-412.816167036608
-412.065230233169	-412.941286077899	-412.960266504839	-413.923957757955
-407.361199498557	-409.972598625154	-407.361657507255	-409.972598625113
-403.769377589049	-406.365881108475	-403.975246200264	-406.658342775989
-406.701237620935	-406.704770983238	-407.224242354084	-407.227413089545
-414.92055293088	-413.724346026385	-415.442949320346	-414.305112970529
-406.386612154111	-406.539637107443	-406.386612396228	-406.539637102456
-405.079324204132	-405.183861452009	-405.307671923796	-405.418438888026
-412.423461627657	-412.96973801962	-412.427426260555	-412.973201371336
-393.081803314529	-394.433100573383	-393.083710578711	-394.448378549254
-402.101228274919	-403.019440605826	-402.770576075403	-403.637378665985
-399.239617331352	-400.600728911552	-399.294325594464	-400.634318785656
-413.852846392072	-413.883566772184	-413.909287953192	-413.937897226161
-404.755644816578	-408.696940195805	-405.766929514545	-410.262906574194
-407.965764678677	-408.40475792161	-407.966602384538	-408.40831377201
-398.423359002664	-398.574776976741	-399.903296697951	-400.080990653148
-400.16516498702	-402.073356023672	-400.610838746803	-402.52127033129
-408.504649926983	-408.647075698409	-409.426711603634	-409.666151196081
-400.617738376143	-400.975616282873	-402.268147313676	-402.61151361971
-405.919779820848	-406.667614490717	-406.022968103276	-406.758396876366
-408.48798409332	-409.427550612253	-411.62550247115	-412.373140791305
-405.230753142035	-406.429422279131	-407.528626322256	-409.050296139927
-407.511161757142	-407.901339791876	-409.238241908143	-409.938932829048
-397.376833575938	-397.941115571937	-397.49438107141	-398.077627821052
-400.137159465164	-400.333938526595	-400.800032595861	-400.965929099722
-411.872099638876	-411.037300994736	-411.872200178108	-411.040792532848
-408.790417352431	-409.574291374646	-409.166682877792	-409.929226721679
-414.874030493343	-412.018752261404	-415.572589295256	-412.800169783628
-396.290428602661	-396.470778918792	-396.34493691298	-396.504445078856
-401.350633291675	-400.041465446076	-400.771972033445	-401.104042714326
-409.205142071726	-409.408431291614	-409.216406161354	-409.422644962635
-407.079539775819	-407.344774533151	-407.121486028903	-407.377142983095
